lambda_exact,lambda_min,epsilon_exact,p_one_use_exact_rational,p_one_use,p_one_use_lower,p_one_use_upper,p_rep,p_rep_lower,p_rep_upper,gap,gap_lower,gap_upper,asymptote_slope_exact,linear_asymptote,linear_asymptote_lower,linear_asymptote_upper,exact_one_use_domain,geometry,full_span,all_code_capacity_boundary
19/1000,0.019,1/10,343/468,0.73290598290598291,0.732905982905982905982905982905982905982905982905982905982905,0.732905982905982905982905982905982905982905982905982905982906,0.73410176025136934,0.734101760251369339282168140527537053635149242125231051072234,0.734101760251369339282168140527537053635149242125231051072235,0.0011957773453864333,0.001195777345386433299262157621554147652243259219248145089328,0.001195777345386433299262157621554147652243259219248145089329,18/289,0.0011833910034602076,0.001183391003460207612456747404844290657439446366782006920415,0.001183391003460207612456747404844290657439446366782006920416,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
39/2000,0.0195,1/10,3086/4211,0.73284255521253859,0.732842555212538589408691522203752077891237235810971265732605,0.732842555212538589408691522203752077891237235810971265732606,0.73407013806281631,0.734070138062816305262415685492744642582134268659756655517000,0.734070138062816305262415685492744642582134268659756655517001,0.0012275828502777159,0.001227582850277715853724163288992564690897032848785389784395,0.001227582850277715853724163288992564690897032848785389784396,18/289,0.0012145328719723183,0.001214532871972318339100346020761245674740484429065743944636,0.001214532871972318339100346020761245674740484429065743944637,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
1/50,0.02,1/10,617/842,0.73277909738717340,0.732779097387173396674584323040380047505938242280285035629453,0.732779097387173396674584323040380047505938242280285035629454,0.73403850322623886,0.734038503226238860408240552981830470768232047945288996490729,0.734038503226238860408240552981830470768232047945288996490730,0.0012594058390654637,0.001259405839065463733656229941450423262293805665003960861275,0.001259405839065463733656229941450423262293805665003960861276,18/289,0.0012456747404844291,0.001245674740484429065743944636678200692041522491349480968858,0.001245674740484429065743944636678200692041522491349480968859,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
41/2000,0.0205,1/10,1028/1403,0.73271560940841055,0.732715609408410548823948681397006414825374198146828225231646,0.732715609408410548823948681397006414825374198146828225231647,0.73400685573280036,0.734006855732800355267477814983008055648923045805094109955014,0.734006855732800355267477814983008055648923045805094109955015,0.0012912463243898064,0.001291246324389806443529133586001640823548847658265884723367,0.001291246324389806443529133586001640823548847658265884723368,18/289,0.0012768166089965398,0.001276816608996539792387543252595155709342560553633217993079,0.001276816608996539792387543252595155709342560553633217993080,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
21/1000,0.021,1/10,3083/4208,0.73265209125475285,0.732652091254752851711026615969581749049429657794676806083650,0.732652091254752851711026615969581749049429657794676806083651,0.73397519557365526,0.733975195573655261623403887079517812869780267750989474348379,0.733975195573655261623403887079517812869780267750989474348380,0.0013231043189024099,0.001323104318902409912377271109936063820350609956312668264729,0.001323104318902409912377271109936063820350609956312668264730,18/289,0.0013079584775086505,0.001307958477508650519031141868512110726643598615916955017301,0.001307958477508650519031141868512110726643598615916955017302,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
43/2000,0.0215,1/10,3082/4207,0.73258854290468267,0.732588542904682671737580223437128595198478725932968861421440,0.732588542904682671737580223437128595198478725932968861421441,0.73394352273994916,0.733943522739949160817987818445535252666416123250211163410984,0.733943522739949160817987818445535252666416123250211163410985,0.0013549798352664891,0.001354979835266489080407595008406657467937397317242301989543,0.001354979835266489080407595008406657467937397317242301989544,18/289,0.0013391003460207612,0.001339100346020761245674740484429065743944636678200692041522,0.001339100346020761245674740484429065743944636678200692041523,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
11/500,0.022,1/10,1027/1402,0.73252496433666191,0.732524964336661911554921540656205420827389443651925820256776,0.732524964336661911554921540656205420827389443651925820256777,0.73391183722281873,0.733911837222818732056128979958296808908306614389790583297279,0.733911837222818732056128979958296808908306614389790583297280,0.0013868728861568205,0.001386872886156820501207439302091388080917170737864763040503,0.001386872886156820501207439302091388080917170737864763040504,18/289,0.0013702422145328720,0.001370242214532871972318339100346020761245674740484429065743,0.001370242214532871972318339100346020761245674740484429065744,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
9/400,0.0225,1/10,616/841,0.73246135552913199,0.732461355529131985731272294887039239001189060642092746730083,0.732461355529131985731272294887039239001189060642092746730084,0.73388013901339174,0.733880139013391740690844195891419509163725699751198009391761,0.733880139013391740690844195891419509163725699751198009391762,0.0014187834842597550,0.001418783484259754959571901004380270162536639109105262661677,0.001418783484259754959571901004380270162536639109105262661678,18/289,0.0014013840830449827,0.001401384083044982698961937716262975778546712802768166089965,0.001401384083044982698961937716262975778546712802768166089966,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
23/1000,0.023,1/10,3079/4204,0.73239771646051380,0.732397716460513796384395813510941960038058991436726926736441,0.732397716460513796384395813510941960038058991436726926736442,0.73384842810278703,0.733848428102787026489367281121555788751444311214486222531520,0.733848428102787026489367281121555788751444311214486222531521,0.0014507116422732301,0.001450711642273230104971467610613828713385319777759295795079,0.001450711642273230104971467610613828713385319777759295795080,18/289,0.0014325259515570934,0.001432525951557093425605536332179930795847750865051903114186,0.001432525951557093425605536332179930795847750865051903114187,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
47/2000,0.0235,1/10,342/467,0.73233404710920771,0.732334047109207708779443254817987152034261241970021413276231,0.732334047109207708779443254817987152034261241970021413276232,0.73381670448211449,0.733816704482114491880123862032297714327328377018212076391993,0.733816704482114491880123862032297714327328377018212076391994,0.0014826573729067831,0.001482657372906783100680607214310562293067135048190663115762,0.001482657372906783100680607214310562293067135048190663115763,18/289,0.0014636678200692042,0.001463667820069204152249134948096885813148788927335640138408,0.001463667820069204152249134948096885813148788927335640138409,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
3/125,0.024,1/10,3077/4202,0.73227034745359353,0.732270347453593526891956211327939076630176106615897191813422,0.732270347453593526891956211327939076630176106615897191813423,0.73378496814247509,0.733784968142475090180544275335001571167445908860446763348591,0.733784968142475090180544275335001571167445908860446763348592,0.0015146206888815633,0.001514620688881563288588064007062494537269802244549571535169,0.001514620688881563288588064007062494537269802244549571535170,18/289,0.0014948096885813149,0.001494809688581314878892733564013840830449826989619377162629,0.001494809688581314878892733564013840830449826989619377162630,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
49/2000,0.0245,1/10,3076/4201,0.73220661747203047,0.732206617472030468935967626755534396572244703641990002380385,0.732206617472030468935967626755534396572244703641990002380386,0.73375321907496081,0.733753219074960813805677254845318032645052529750981961730407,0.733753219074960813805677254845318032645052529750981961730408,0.0015466016029303449,0.001546601602930344869709628089783636072807826108991959350021,0.001546601602930344869709628089783636072807826108991959350022,18/289,0.0015259515570934256,0.001525951557093425605536332179930795847750865051903114186851,0.001525951557093425605536332179930795847750865051903114186852,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
1/40,0.025,1/10,41/56,0.73214285714285714,0.732142857142857142857142857142857142857142857142857142857142,0.732142857142857142857142857142857142857142857142857142857143,0.73372145727065468,0.733721457270654682457567031856056804695723726959831998034512,0.733721457270654682457567031856056804695723726959831998034513,0.0015786001277975396,0.001578600127797539600424174713199661838580869816974855177369,0.001578600127797539600424174713199661838580869816974855177370,18/289,0.0015570934256055363,0.001557093425605536332179930795847750865051903114186851211072,0.001557093425605536332179930795847750865051903114186851211073,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
51/2000,0.0255,1/10,3074/4199,0.73207906644439152,0.732079066444391521790902595856156227673255537032626815908549,0.732079066444391521790902595856156227673255537032626815908550,0.73368968272063073,0.733689682720630731295356390130957533975149340125413496093572,0.733689682720630731295356390130957533975149340125413496093573,0.0016106162762392095,0.001610616276239209504453794274801306301893803092786680185022,0.001610616276239209504453794274801306301893803092786680185023,18/289,0.0015882352941176471,0.001588235294117647058823529411764705882352941176470588235294,0.001588235294117647058823529411764705882352941176470588235295,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
13/500,0.026,1/10,3073/4198,0.73201524535493092,0.732015245354930919485469271081467365412101000476417341591233,0.732015245354930919485469271081467365412101000476417341591234,0.73365789541595400,0.733657895415953999086078131709348667841499236622538344302658,0.733657895415953999086078131709348667841499236622538344302659,0.0016426500610230796,0.001642650061023079600608860627881302429398236146121002711424,0.001642650061023079600608860627881302429398236146121002711425,18/289,0.0016193771626297578,0.001619377162629757785467128027681660899653979238754325259515,0.001619377162629757785467128027681660899653979238754325259516,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
53/2000,0.0265,1/10,1024/1399,0.73195139385275197,0.731951393852751965689778413152251608291636883488205861329521,0.731951393852751965689778413152251608291636883488205861329522,0.73362609534768052,0.733626095347680516336097324657918602204768859721043060345998,0.733626095347680516336097324657918602204768859721043060345999,0.0016747014949285506,0.001674701494928550646318911505666993913131976232837199016477,0.001674701494928550646318911505666993913131976232837199016478,18/289,0.0016505190311418685,0.001650519031141868512110726643598615916955017301038062283737,0.001650519031141868512110726643598615916955017301038062283738,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
27/1000,0.027,1/10,3071/4196,0.73188751191611058,0.731887511916110581506196377502383222116301239275500476644423,0.731887511916110581506196377502383222116301239275500476644424,0.73359428250685729,0.733594282506857293403166618632262550490035441646300143084457,0.733594282506857293403166618632262550490035441646300143084458,0.0017067705907467119,0.001706770590746711896970241129879328373734202370799666440033,0.001706770590746711896970241129879328373734202370799666440034,18/289,0.0016816608996539792,0.001681660899653979238754325259515570934256055363321799307958,0.001681660899653979238754325259515570934256055363321799307959,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
11/400,0.0275,1/10,614/839,0.73182359952324195,0.731823599523241954707985697258641239570917759237187127532777,0.731823599523241954707985697258641239570917759237187127532778,0.73356245688452231,0.733562456884522308589056828616865762870870599237451614963916,0.733562456884522308589056828616865762870870599237451614963917,0.0017388573612803539,0.001738857361280353881071131358224523299952840000264487431139,0.001738857361280353881071131358224523299952840000264487431140,18/289,0.0017128027681660900,0.001712802768166089965397923875432525951557093425605536332179,0.001712802768166089965397923875432525951557093425605536332180,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
7/250,0.028,1/10,341/466,0.73175965665236052,0.731759656652360515021459227467811158798283261802575107296137,0.731759656652360515021459227467811158798283261802575107296138,0.73353061847170450,0.733530618471704496212724901497098610280773650731556759765831,0.733530618471704496212724901497098610280773650731556759765832,0.0017709618193439812,0.001770961819343981191265674029287451482490388928981652469694,0.001770961819343981191265674029287451482490388928981652469695,18/289,0.0017439446366782007,0.001743944636678200692041522491349480968858131487889273356401,0.001743944636678200692041522491349480968858131487889273356402,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
57/2000,0.0285,1/10,3068/4193,0.73169568328165991,0.731695683281659909372764130694013832578106367755783448604817,0.731695683281659909372764130694013832578106367755783448604818,0.73349876725942373,0.733498767259423734663981294179989147267420044414532336717961,0.733498767259423734663981294179989147267420044414532336717962,0.0018030839777638253,0.001803083977763825291217163485975314689313676658748888113143,0.001803083977763825291217163485975314689313676658748888113144,18/289,0.0017750865051903114,0.001775086505190311418685121107266435986159169550173010380622,0.001775086505190311418685121107266435986159169550173010380623,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
29/1000,0.029,1/10,3067/4192,0.73163167938931298,0.731631679389312977099236641221374045801526717557251908396946,0.731631679389312977099236641221374045801526717557251908396947,0.73346690323869083,0.733466903238690834437618705821359532975774287036130728524826,0.733466903238690834437618705821359532975774287036130728524827,0.0018352238493778573,0.001835223849377857338382064599985487174247569478878820127880,0.001835223849377857338382064599985487174247569478878820127881,18/289,0.0018062283737024221,0.001806228373702422145328719723183391003460207612456747404844,0.001806228373702422145328719723183391003460207612456747404845,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
59/2000,0.0295,1/10,1022/1397,0.73156764495347173,0.731567644953471725125268432355046528274874731567644953471725,0.731567644953471725125268432355046528274874731567644953471726,0.73343502640050753,0.733435026400507526147964020334717491228858991331412846855868,0.733435026400507526147964020334717491228858991331412846855869,0.0018673814470358010,0.001867381447035801022695587979670962953984259763767893384143,0.001867381447035801022695587979670962953984259763767893384144,18/289,0.0018373702422145329,0.001837370242214532871972318339100346020761245674740484429065,0.001837370242214532871972318339100346020761245674740484429066,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
3/100,0.03,1/10,613/838,0.73150357995226730,0.731503579952267303102625298329355608591885441527446300715990,0.731503579952267303102625298329355608591885441527446300715991,0.73340313673586645,0.733403136735866448523815228751434111568170330140625685154677,0.733403136735866448523815228751434111568170330140625685154678,0.0018995567835991454,0.001899556783599145421189930422078502976284888613179384438687,0.001899556783599145421189930422078502976284888613179384438688,18/289,0.0018685121107266436,0.001868512110726643598615916955017301038062283737024221453287,0.001868512110726643598615916955017301038062283737024221453288,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
61/2000,0.0305,1/10,3064/4189,0.73143948436380998,0.731439484363809978515158749104798281212699928383862497015994,0.731439484363809978515158749104798281212699928383862497015995,0.73337123423575114,0.733371234235751136383725014171563920505215202086106697687733,0.733371234235751136383725014171563920505215202086106697687734,0.0019317498719411579,0.001931749871941157868566265066765639292515273702244200671739,0.001931749871941157868566265066765639292515273702244200671740,18/289,0.0018996539792387543,0.001899653979238754325259515570934256055363321799307958477508,0.001899653979238754325259515570934256055363321799307958477509,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
31/1000,0.031,1/10,1021/1396,0.73137535816618911,0.731375358166189111747851002865329512893982808022922636103151,0.731375358166189111747851002865329512893982808022922636103152,0.73333931889113601,0.733339318891136008591592594989519370500436841400278131022598,0.733339318891136008591592594989519370500436841400278131022599,0.0019639607249468968,0.001963960724946896843741592124189857606454033377355494919446,0.001963960724946896843741592124189857606454033377355494919447,18/289,0.0019307958477508651,0.001930795847750865051903114186851211072664359861591695501730,0.001930795847750865051903114186851211072664359861591695501731,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
63/2000,0.0315,1/10,3062/4187,0.73131120133747313,0.731311201337473131120133747313112013374731311201337473131120,0.731311201337473131120133747313112013374731311201337473131121,0.73330739069298636,0.733307390692986355992525334798044677325588168980465573713150,0.733307390692986355992525334798044677325588168980465573713151,0.0019961893555132249,0.001996189355513224872391587484932663950856857779128100582030,0.001996189355513224872391587484932663950856857779128100582031,18/289,0.0019619377162629758,0.001961937716262975778546712802768166089965397923875432525951,0.001961937716262975778546712802768166089965397923875432525952,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
4/125,0.032,1/10,3061/4186,0.73124701385570951,0.731247013855709507883420926899187768752986144290492116579073,0.731247013855709507883420926899187768752986144290492116579074,0.73327544963225833,0.733275449632258329328931539866886140599293766276603618959312,0.733275449632258329328931539866886140599293766276603618959313,0.0020284357765488214,0.002028435776548821445510612967698371846307621986111502380239,0.002028435776548821445510612967698371846307621986111502380240,18/289,0.0019930795847750865,0.001993079584775086505190311418685121107266435986159169550173,0.001993079584775086505190311418685121107266435986159169550174,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
