epsilon_exact,epsilon,a_exact,c_exact,lambda_min_exact,loss_L,p_cert,p_cert_lower,p_cert_upper,p_rep,p_rep_lower,p_rep_upper,certified_width,certified_width_lower,certified_width_upper,theorem_applies,endpoint_kind,lower_p_endpoint_included,upper_p_endpoint_included,ensemble,exact_capacity_boundary
113/500,0.226,18769/62500,43731/62500,1/3,0.73758586775781799,0.57352954471627708,0.573529544716277084594280512263445029722320205886869621053451,0.573529544716277084594280512263445029722320205886869621053452,0.57551112641725194,0.575511126417251940542524289125941257723514734034283152025673,0.575511126417251940542524289125941257723514734034283152025674,0.0019815817009748559,0.001981581700974855948243776862496228001194528147413530972221,0.001981581700974855948243776862496228001194528147413530972222,True,interior,True,False,equally_weighted_Pauli_axes,False
453/2000,0.2265,299209/1000000,700791/1000000,1/3,0.73859039269016536,0.57320342711729458,0.573203427117294578294617023709231560441262354569070361449599,0.573203427117294578294617023709231560441262354569070361449600,0.57517860687857273,0.575178606878572726022378315573445143938943637174954609127611,0.575178606878572726022378315573445143938943637174954609127612,0.0019751797612781477,0.001975179761278147727761291864213583497681282605884247678011,0.001975179761278147727761291864213583497681282605884247678012,True,interior,True,False,equally_weighted_Pauli_axes,False
227/1000,0.227,74529/250000,175471/250000,1/3,0.73959270706260300,0.57287842057435019,0.572878420574350186390705317134973303987232286206298674225681,0.572878420574350186390705317134973303987232286206298674225682,0.57484720184217974,0.574847201842179740708600267419266021207920099455054877527731,0.574847201842179740708600267419266021207920099455054877527732,0.0019687812678295543,0.001968781267829554317894950284292717220687813248756203302049,0.001968781267829554317894950284292717220687813248756203302050,True,interior,True,False,equally_weighted_Pauli_axes,False
91/400,0.2275,11881/40000,28119/40000,1/3,0.74059281326782891,0.57255452103196816,0.572554521031968163413531682311825242897080398524113608133272,0.572554521031968163413531682311825242897080398524113608133273,0.57451690733031181,0.574516907330311814171436360363876954257694842265368864000708,0.574516907330311814171436360363876954257694842265368864000709,0.0019623862983436508,0.001962386298343650757904678052051711360614443741255255867436,0.001962386298343650757904678052051711360614443741255255867437,True,interior,True,False,equally_weighted_Pauli_axes,False
57/250,0.228,4624/15625,11001/15625,1/3,0.74159071369069142,0.57223172445726393,0.572231724457263925801340736930576136153239470690306714157696,0.572231724457263925801340736930576136153239470690306714157697,0.57418771938720913,0.574187719387209127360928710500392878432526284093480117134078,0.574187719387209127360928710500392878432526284093480117134079,0.0019559949299452016,0.001955994929945201559587973569816742279286813403173402976382,0.001955994929945201559587973569816742279286813403173402976383,True,interior,True,False,equally_weighted_Pauli_axes,False
457/2000,0.2285,294849/1000000,705151/1000000,1/3,0.74258641070821461,0.57191002683979466,0.571910026839794657666191877790240761315840911287135827291629,0.571910026839794657666191877790240761315840911287135827291630,0.57385963407896899,0.573859634078968987026795876887749025292043493607328698374919,0.573859634078968987026795876887749025292043493607328698374920,0.0019496072391743294,0.001949607239174329360603999097508263976202582320192871083289,0.001949607239174329360603999097508263976202582320192871083290,True,interior,True,False,equally_weighted_Pauli_axes,False
229/1000,0.229,73441/250000,176559/250000,1/3,0.74357990668962365,0.57158942419141113,0.571589424191411129248637424745759026162616892311139636495601,0.571589424191411129248637424745759026162616892311139636495602,0.57353264749340276,0.573532647493402761046448156711813993802259202143507909236201,0.573532647493402761046448156711813993802259202143507909236202,0.0019432233019916318,0.001943223301991631797810731966054967639642309832368272740599,0.001943223301991631797810731966054967639642309832368272740600,True,interior,True,False,equally_weighted_Pauli_axes,False
459/2000,0.2295,292681/1000000,707319/1000000,1/3,0.74457120399637003,0.57126991254611072,0.571269912546110716682641130353347042127012452245669500382859,0.571269912546110716682641130353347042127012452245669500382860,0.57320675573989396,0.573206755739893963863188439548627246070061106246162593742546,0.573206755739893963863188439548627246070061106246162593742547,0.0019368431937832472,0.001936843193783247180547309195280203943048654000493093359686,0.001936843193783247180547309195280203943048654000493093359687,True,interior,True,False,equally_weighted_Pauli_axes,False
23/100,0.23,729/2500,1771/2500,1/3,0.74556030498215662,0.57095148795989161,0.570951487959891611815174301130422706038274771356437795358437,0.570951487959891611815174301130422706038274771356437795358438,0.57288195494925748,0.572881954949257481351749543685994538802217648969176786497035,0.572881954949257481351749543685994538802217648969176786497036,0.0019304669893658695,0.001930466989365869536575242555571832763942877612738991138598,0.001930466989365869536575242555571832763942877612738991138599,True,interior,True,False,equally_weighted_Pauli_axes,False
461/2000,0.2305,290521/1000000,709479/1000000,1/3,0.74654721199296268,0.57063414651060821,0.570634146510608210945769800087346488384987064594136861661302,0.570634146510608210945769800087346488384987064594136861661303,0.57255824127359992,0.572558241273599924542042440514878992275158755259204965196363,0.572558241273599924542042440514878992275158755259204965196364,0.0019240947629917136,0.001924094762991713596272640427532503890171690665068103535060,0.001924094762991713596272640427532503890171690665068103535061,True,interior,True,False,equally_weighted_Pauli_axes,False
231/1000,0.231,72361/250000,177639/250000,1/3,0.74753192736706866,0.57031788429782767,0.570317884297827671470701439324586293104591119746465657308180,0.570317884297827671470701439324586293104591119746465657308181,0.57223561088618110,0.572235610886181101744354905915485952386962926681464166886607,0.572235610886181101744354905915485952386962926681464166886608,0.0019177265883534303,0.001917726588353430273653466590899659282371806934998509578426,0.001917726588353430273653466590899659282371806934998509578427,True,interior,True,False,equally_weighted_Pauli_axes,False
463/2000,0.2315,288369/1000000,711631/1000000,1/3,0.74851445343508103,0.57000269744268763,0.570002697442687625534407199882683335777990353200711626016383,0.570002697442687625534407199882683335777990353200711626016384,0.57191405998127660,0.571914059981276598730264936882771021945274643698205140121719,0.571914059981276598730264936882771021945274643698205140121720,0.0019113625385889732,0.001911362538588973195857737000087686167284290497493514105336,0.001911362538588973195857737000087686167284290497493514105337,True,interior,True,False,equally_weighted_Pauli_axes,False
29/125,0.232,4489/15625,11136/15625,1/3,0.74949479251995681,0.56968858208775504,0.569688582087755039907308521433177328644951943905160008496804,0.569688582087755039907308521433177328644951943905160008496805,0.57159358477404146,0.571593584774041456733235491452339228366339911597513209217562,0.571593584774041456733235491452339228366339911597513209217563,0.0019050026862864168,0.001905002686286416825926970019161899721387967692353200720757,0.001905002686286416825926970019161899721387967692353200720758,True,interior,True,False,equally_weighted_Pauli_axes,False
93/400,0.2325,11449/40000,28551/40000,1/3,0.75047294693702814,0.56937553439688621,0.569375534396886211424313493024512124430443781641427932015749,0.569375534396886211424313493024512124430443781641427932015750,0.57127418150037494,0.571274181500374938141254246098321970707016930705963675061693,0.571274181500374938141254246098321970707016930705963675061694,0.0018986471034887267,0.001898647103488726716940753073809846276573149064535743045943,0.001898647103488726716940753073809846276573149064535743045944,True,interior,True,False,equally_weighted_Pauli_axes,False
233/1000,0.233,71289/250000,178711/250000,1/3,0.75144891899402666,0.56906355055508789,0.569063550555087887432047777135278252915975924057880926204032,0.569063550555087887432047777135278252915975924057880926204033,0.57095584641678637,0.570955846416786369860991358780198616863974225040445359769306,0.570955846416786369860991358780198616863974225040445359769307,0.0018922958616984824,0.001892295861698482428943581644920363947998300982564433565273,0.001892295861698482428943581644920363947998300982564433565274,True,interior,True,False,equally_weighted_Pauli_axes,False
467/2000,0.2335,284089/1000000,715911/1000000,1/3,0.75242271099110781,0.56875262676837950,0.568752626768379500805251869317691517353072459387985518612043,0.568752626768379500805251869317691517353072459387985518612044,0.57063857580026205,0.570638575800262054438786669142714243455955664994941644412545,0.570638575800262054438786669142714243455955664994941644412546,0.0018859490318825536,0.001885949031882553633534799825022726102883205606956125800501,0.001885949031882553633534799825022726102883205606956125800502,True,interior,True,False,equally_weighted_Pauli_axes,False
117/500,0.234,17689/62500,44811/62500,1/3,0.75339432522087497,0.56844275926365651,0.568442759263656509203834923055659555695633519656981025314724,0.568442759263656509203834923055659555695633519656981025314725,0.57032236594813324,0.570322365948133239128362105231066074698519237751469176079730,0.570322365948133239128362105231066074698519237751469176079731,0.0018796066844767299,0.001879606684476729924527182175406519002885718094488150765006,0.001879606684476729924527182175406519002885718094488150765007,True,interior,True,False,equally_weighted_Pauli_axes,False
469/2000,0.2345,281961/1000000,718039/1000000,1/3,0.75436376396840351,0.56813394428855483,0.568133944288554828351801678443465626016724257585834862383620,0.568133944288554828351801678443465626016724257585834862383621,0.57000721317794513,0.570007213177945133198501801351082651002425847057701308376842,0.570007213177945133198501801351082651002425847057701308376843,0.0018732688893903048,0.001873268889390304846700122907617024985701589471866445993222,0.001873268889390304846700122907617024985701589471866445993223,True,interior,True,False,equally_weighted_Pauli_axes,False
47/200,0.235,2809/10000,7191/10000,1/3,0.75533102951126479,0.56782617811131635,0.567826178111316349227687588450984267526862227571734883007162,0.567826178111316349227687588450984267526862227571734883007163,0.56969311382732696,0.569693113827326963876067828750819769056426397317246845546523,0.569693113827326963876067828750819769056426397317246845546524,0.0018669357160106146,0.001866935716010614648380240299835501529564169745511962539360,0.001866935716010614648380240299835501529564169745511962539361,True,interior,True,False,equally_weighted_Pauli_axes,False
